Slice,Count,Total Area,Average Size,%Area,Mean,Mode,Perim.,Major,Minor,Angle,Circ.,Solidity,Feret,FeretX,FeretY,FeretAngle,MinFeret,IntDen,Median,Skew,Kurt
2024-10-30 P2001 Group 2 Rev 1 R01_00252.png,1,1668,1668,47.119,255,255,151.196,46.772,45.407,102.906,0.917,0.970,48.010,16,11,125.676,45.000,425340,255,NaN,NaN
2024-10-30 P2001 Group 2 Rev 1 R01_00246.png,1,727,727,38.425,255,255,99.154,30.535,30.315,115.140,0.929,0.959,31.623,12,9,124.695,30.000,185385,255,NaN,NaN
2024-10-30 P2001 Group 2 Rev 1 R01_01158.png,1,618,618,36.764,255,255,90.669,28.394,27.712,11.954,0.945,0.964,29.411,9,29,35.311,27.000,157590,255,NaN,NaN
2024-10-30 P2001 Group 2 Rev 1 R01_00520.png,1,1042,1042,37.836,255,255,123.296,38.396,34.554,29.700,0.861,0.949,41.340,10,37,32.152,35.777,265710,255,NaN,NaN
2024-10-30 P2001 Group 2 Rev 1 R01_00911.png,1,1665,1665,48.656,255,255,150.953,46.704,45.391,155.556,0.918,0.971,48.415,15,9,128.290,45.000,424575,255,NaN,NaN
2024-10-30 P2001 Group 2 Rev 1 R01_00905.png,1,829,829,38.344,255,255,105.740,32.739,32.241,56.101,0.932,0.965,34.059,9,34,40.236,32.000,211395,255,NaN,NaN
2024-10-30 P2001 Group 2 Rev 1 R01_00093.png,1,2131,2131,47.482,255,255,171.681,52.727,51.459,36.639,0.909,0.974,54.918,18,56,56.889,50.982,543405,255,NaN,NaN
2024-10-30 P2001 Group 2 Rev 1 R01_00939.png,1,716,716,36.198,255,255,98.326,30.737,29.660,149.758,0.931,0.960,32.016,14,8,128.660,30.000,182580,255,NaN,NaN
2024-10-30 P2001 Group 2 Rev 1 R01_00087.png,1,1041,1041,39.253,255,255,119.054,37.121,35.706,159.477,0.923,0.964,38.275,10,16,146.725,36.000,265455,255,NaN,NaN
2024-10-30 P2001 Group 2 Rev 1 R01_01399.png,1,764,764,33.895,255,255,102.326,31.887,30.506,0.889,0.917,0.960,32.757,7,22,167.661,30.000,194820,255,NaN,NaN
2024-10-30 P2001 Group 2 Rev 1 R01_01372.png,1,600,600,34.843,255,255,89.497,27.793,27.487,82.723,0.941,0.959,28.844,13,9,123.690,27.000,153000,255,NaN,NaN
2024-10-30 P2001 Group 2 Rev 1 R01_01414.png,1,526,526,32.875,255,255,84.083,26.304,25.461,21.854,0.935,0.954,27.514,7,25,19.093,26.000,134130,255,NaN,NaN
2024-10-30 P2001 Group 2 Rev 1 R01_01400.png,1,587,587,36.688,255,255,88.912,27.592,27.087,47.644,0.933,0.954,28.844,8,28,33.690,27.000,149685,255,NaN,NaN
2024-10-30 P2001 Group 2 Rev 1 R01_01366.png,1,547,547,33.354,255,255,86.083,27.001,25.794,141.809,0.928,0.954,28.178,14,7,117.474,26.000,139485,255,NaN,NaN
2024-10-30 P2001 Group 2 Rev 1 R01_00078.png,1,888,888,42.899,255,255,109.397,33.864,33.387,87.054,0.932,0.965,35.000,9,34,36.870,33.000,226440,255,NaN,NaN
2024-10-30 P2001 Group 2 Rev 1 R01_00050.png,1,1697,1697,47.152,255,255,152.024,46.955,46.016,15.354,0.923,0.972,48.052,6,25,167.989,46.000,432735,255,NaN,NaN
2024-10-30 P2001 Group 2 Rev 1 R01_00736.png,1,1393,1393,42.875,255,255,137.782,42.873,41.369,58.693,0.922,0.967,44.011,20,49,68.682,41.719,355215,255,NaN,NaN
2024-10-30 P2001 Group 2 Rev 1 R01_01428.png,1,622,622,33.713,255,255,93.740,32.980,24.013,66.193,0.890,0.954,33.615,11,38,67.249,24.512,158610,255,NaN,NaN
2024-10-30 P2001 Group 2 Rev 1 R01_00722.png,1,819,819,39.565,255,255,105.397,32.859,31.736,63.607,0.926,0.961,34.205,18,39,74.745,32.000,208845,255,NaN,NaN
2024-10-30 P2001 Group 2 Rev 1 R01_00044.png,1,724,724,36.566,255,255,99.983,30.703,30.024,53.757,0.910,0.952,31.780,7,26,12.724,30.411,184620,255,NaN,NaN
2024-10-30 P2001 Group 2 Rev 1 R01_00734.png,1,568,568,36.410,255,255,86.912,27.145,26.642,153.377,0.945,0.957,28.231,7,14,157.068,26.870,144840,255,NaN,NaN
2024-10-30 P2001 Group 2 Rev 1 R01_00052.png,1,919,919,40.736,255,255,111.640,35.236,33.207,122.724,0.927,0.962,36.401,18,7,110.924,33.941,234345,255,NaN,NaN
2024-10-30 P2001 Group 2 Rev 1 R01_00046.png,1,1067,1067,41.843,255,255,119.640,37.216,36.504,7.039,0.937,0.969,38.275,7,32,19.855,36.000,272085,255,NaN,NaN
2024-10-30 P2001 Group 2 Rev 1 R01_01358.png,1,620,620,32.025,255,255,91.497,28.233,27.960,158.207,0.931,0.957,29.411,11,13,144.689,28.000,158100,255,NaN,NaN
2024-10-30 P2001 Group 2 Rev 1 R01_00720.png,1,692,692,39.229,255,255,97.154,29.933,29.435,64.464,0.921,0.956,31.145,9,31,42.397,29.698,176460,255,NaN,NaN
2024-10-30 P2001 Group 2 Rev 1 R01_01416.png,1,885,885,39.229,255,255,108.811,34.017,33.125,171.220,0.939,0.966,35.114,7,18,160.017,33.000,225675,255,NaN,NaN
2024-10-30 P2001 Group 2 Rev 1 R01_00708.png,1,967,967,39.469,255,255,115.054,35.532,34.652,66.396,0.918,0.961,36.674,22,43,78.996,35.000,246585,255,NaN,NaN
2024-10-30 P2001 Group 2 Rev 1 R01_01370.png,1,1222,1222,45.192,255,255,129.296,39.974,38.923,67.645,0.919,0.966,41.049,14,43,55.923,39.000,311610,255,NaN,NaN
2024-10-30 P2001 Group 2 Rev 1 R01_01364.png,1,585,585,29.575,255,255,88.912,28.163,26.448,13.802,0.930,0.955,29.155,8,28,22.166,27.000,149175,255,NaN,NaN
2024-10-30 P2001 Group 2 Rev 1 R01_01402.png,1,711,711,34.348,255,255,97.983,30.403,29.776,10.348,0.931,0.960,31.780,7,18,167.276,30.000,181305,255,NaN,NaN
2024-10-30 P2001 Group 2 Rev 1 R01_00091.png,1,1075,1075,36.866,255,255,120.711,37.423,36.575,110.544,0.927,0.965,38.833,25,7,101.889,36.770,274125,255,NaN,NaN
2024-10-30 P2001 Group 2 Rev 1 R01_00085.png,1,1800,1800,46.875,255,255,157.439,48.614,47.143,58.605,0.913,0.970,49.820,11,47,38.480,47.750,459000,255,NaN,NaN
