Tag,Ball-Powder Ratio,Jar,20mm Run Time (Hours),10mm Run Time (Hours),6mm Run Time (Hours),Total Run Time (Hours),Circ.,Feret,AR,Round
A4,15:1,,32.0,0.0,0.0,32.0,0.591,122.319,1.406,0.711
A4,15:1,,32.0,0.0,0.0,32.0,0.56,80.777,1.214,0.823
A4,15:1,,32.0,0.0,0.0,32.0,0.683,43.829,1.596,0.627
A4,15:1,,32.0,0.0,0.0,32.0,0.703,69.893,1.328,0.753
A4,15:1,,32.0,0.0,0.0,32.0,0.561,100.896,1.441,0.694
A4,15:1,,32.0,0.0,0.0,32.0,0.754,37.696,1.335,0.749
A4,15:1,,32.0,0.0,0.0,32.0,0.715,132.201,1.275,0.784
A4,15:1,,32.0,0.0,0.0,32.0,0.69,62.968,1.26,0.793
A4,15:1,,32.0,0.0,0.0,32.0,0.646,59.237,1.369,0.73
A4,15:1,,32.0,0.0,0.0,32.0,0.687,63.695,1.388,0.721
A4,15:1,,32.0,0.0,0.0,32.0,0.685,113.358,1.365,0.732
A4,15:1,,32.0,0.0,0.0,32.0,0.596,82.492,2.384,0.419
A4,15:1,,32.0,0.0,0.0,32.0,0.648,98.473,1.555,0.643
A4,15:1,,32.0,0.0,0.0,32.0,0.696,42.426,1.695,0.59
A4,15:1,,32.0,0.0,0.0,32.0,0.634,77.389,1.972,0.507
A4,15:1,,32.0,0.0,0.0,32.0,0.63,47.802,1.717,0.582
A4,15:1,,32.0,0.0,0.0,32.0,0.742,94.626,1.5,0.667
A4,15:1,,32.0,0.0,0.0,32.0,0.625,91.439,1.274,0.785
A4,15:1,,32.0,0.0,0.0,32.0,0.581,105.19,1.577,0.634
A4,15:1,,32.0,0.0,0.0,32.0,0.637,90.471,1.255,0.797
A4,15:1,,32.0,0.0,0.0,32.0,0.728,51.662,1.589,0.629
A4,15:1,,32.0,0.0,0.0,32.0,0.603,83.006,1.726,0.58
A4,15:1,,32.0,0.0,0.0,32.0,0.733,71.4,1.606,0.623
A4,15:1,,32.0,0.0,0.0,32.0,0.789,60.877,1.164,0.859
A4,15:1,,32.0,0.0,0.0,32.0,0.722,50.804,1.518,0.659
A4,15:1,,32.0,0.0,0.0,32.0,0.641,73.783,1.557,0.642
A4,15:1,,32.0,0.0,0.0,32.0,0.715,143.611,1.507,0.664
A4,15:1,,32.0,0.0,0.0,32.0,0.614,94.26,1.448,0.69
A4,15:1,,32.0,0.0,0.0,32.0,0.454,81.394,1.655,0.604
A4,15:1,,32.0,0.0,0.0,32.0,0.727,44.598,1.517,0.659
A4,15:1,,32.0,0.0,0.0,32.0,0.622,95.671,1.508,0.663
A4,15:1,,32.0,0.0,0.0,32.0,0.673,94.921,1.498,0.668
A4,15:1,,32.0,0.0,0.0,32.0,0.731,61.66,1.15,0.87
A4,15:1,,32.0,0.0,0.0,32.0,0.776,51.971,1.553,0.644
A4,15:1,,32.0,0.0,0.0,32.0,0.671,149.883,1.21,0.827
A4,15:1,,32.0,0.0,0.0,32.0,0.73,58.83,1.41,0.709
A4,15:1,,32.0,0.0,0.0,32.0,0.653,60.877,1.265,0.79
A4,15:1,,32.0,0.0,0.0,32.0,0.714,101.872,1.484,0.674
A4,15:1,,32.0,0.0,0.0,32.0,0.679,58.31,1.072,0.933
A4,15:1,,32.0,0.0,0.0,32.0,0.697,67.119,1.29,0.775
A4,15:1,,32.0,0.0,0.0,32.0,0.512,45.706,2.395,0.418
A4,15:1,,32.0,0.0,0.0,32.0,0.682,58.249,1.791,0.558
A4,15:1,,32.0,0.0,0.0,32.0,0.755,82.225,1.24,0.807
A4,15:1,,32.0,0.0,0.0,32.0,0.614,46.755,1.703,0.587
A4,15:1,,32.0,0.0,0.0,32.0,0.785,51.196,1.076,0.93
A4,15:1,,32.0,0.0,0.0,32.0,0.71,79.881,1.405,0.712
A4,15:1,,32.0,0.0,0.0,32.0,0.759,47.011,1.211,0.826
A4,15:1,,32.0,0.0,0.0,32.0,0.582,107.615,1.225,0.816
A4,15:1,,32.0,0.0,0.0,32.0,0.721,65.0,1.435,0.697
A4,15:1,,32.0,0.0,0.0,32.0,0.66,94.594,1.358,0.736
A4,15:1,,32.0,0.0,0.0,32.0,0.69,106.626,1.099,0.91
A4,15:1,,32.0,0.0,0.0,32.0,0.582,55.362,1.905,0.525
A4,15:1,,32.0,0.0,0.0,32.0,0.604,71.197,1.498,0.667
A4,15:1,,32.0,0.0,0.0,32.0,0.769,79.831,1.213,0.824
A4,15:1,,32.0,0.0,0.0,32.0,0.73,110.386,1.021,0.979
A4,15:1,,32.0,0.0,0.0,32.0,0.737,84.214,1.452,0.689
A4,15:1,,32.0,0.0,0.0,32.0,0.687,66.129,1.624,0.616
A4,15:1,,32.0,0.0,0.0,32.0,0.718,74.431,1.387,0.721
A4,15:1,,32.0,0.0,0.0,32.0,0.736,55.606,1.421,0.704
A4,15:1,,32.0,0.0,0.0,32.0,0.623,90.25,1.428,0.7
A4,15:1,,32.0,0.0,0.0,32.0,0.622,66.129,1.8,0.555
A4,15:1,,32.0,0.0,0.0,32.0,0.54,108.757,1.156,0.865
A4,15:1,,32.0,0.0,0.0,32.0,0.614,108.559,2.14,0.467
A4,15:1,,32.0,0.0,0.0,32.0,0.693,218.248,1.38,0.725
A4,15:1,,32.0,0.0,0.0,32.0,0.665,144.003,1.175,0.851
A4,15:1,,32.0,0.0,0.0,32.0,0.589,229.539,1.865,0.536
A4,15:1,,32.0,0.0,0.0,32.0,0.596,106.042,1.635,0.612
A4,15:1,,32.0,0.0,0.0,32.0,0.651,121.824,1.133,0.882
A4,15:1,,32.0,0.0,0.0,32.0,0.608,34.54,2.011,0.497
A4,15:1,,32.0,0.0,0.0,32.0,0.761,38.949,1.54,0.649
A4,15:1,,32.0,0.0,0.0,32.0,0.762,42.485,1.211,0.826
A4,15:1,,32.0,0.0,0.0,32.0,0.635,50.0,1.165,0.858
A4,15:1,,32.0,0.0,0.0,32.0,0.551,140.431,1.665,0.6
A4,15:1,,32.0,0.0,0.0,32.0,0.774,38.013,1.229,0.814
A4,15:1,,32.0,0.0,0.0,32.0,0.603,34.713,1.426,0.701
A4,15:1,,32.0,0.0,0.0,32.0,0.723,63.127,1.339,0.747
A4,15:1,,32.0,0.0,0.0,32.0,0.739,50.22,1.193,0.838
A4,15:1,,32.0,0.0,0.0,32.0,0.662,46.141,1.054,0.949
A4,15:1,,32.0,0.0,0.0,32.0,0.703,109.895,1.224,0.817
A4,15:1,,32.0,0.0,0.0,32.0,0.55,16.279,1.569,0.637
A4,15:1,,32.0,0.0,0.0,32.0,0.572,99.045,1.545,0.647
A4,15:1,,32.0,0.0,0.0,32.0,0.667,71.253,1.21,0.826
A4,15:1,,32.0,0.0,0.0,32.0,0.717,64.288,1.086,0.921
A4,15:1,,32.0,0.0,0.0,32.0,0.591,96.649,1.392,0.719
A4,15:1,,32.0,0.0,0.0,32.0,0.588,137.058,1.554,0.643
A4,15:1,,32.0,0.0,0.0,32.0,0.9,31.385,1.06,0.944
A4,15:1,,32.0,0.0,0.0,32.0,0.633,114.495,1.799,0.556
A4,15:1,,32.0,0.0,0.0,32.0,0.748,116.4,1.399,0.715
A4,15:1,,32.0,0.0,0.0,32.0,0.631,353.9,1.63,0.614
A4,15:1,,32.0,0.0,0.0,32.0,0.507,83.295,2.213,0.452
A4,15:1,,32.0,0.0,0.0,32.0,0.583,75.538,1.401,0.714
A4,15:1,,32.0,0.0,0.0,32.0,0.647,85.094,1.372,0.729
A4,15:1,,32.0,0.0,0.0,32.0,0.739,50.804,1.162,0.861
A4,15:1,,32.0,0.0,0.0,32.0,0.631,53.151,1.907,0.524
A4,15:1,,32.0,0.0,0.0,32.0,0.562,88.814,1.696,0.59
A4,15:1,,32.0,0.0,0.0,32.0,0.629,72.25,2.053,0.487
A4,15:1,,32.0,0.0,0.0,32.0,0.654,138.539,1.15,0.87
A4,15:1,,32.0,0.0,0.0,32.0,0.621,115.261,1.502,0.666
A4,15:1,,32.0,0.0,0.0,32.0,0.538,90.139,1.78,0.562
A4,15:1,,32.0,0.0,0.0,32.0,0.661,45.88,1.097,0.911
A4,15:1,,32.0,0.0,0.0,32.0,0.552,220.066,1.815,0.551
A4,15:1,,32.0,0.0,0.0,32.0,0.574,73.593,1.164,0.859
A4,15:1,,32.0,0.0,0.0,32.0,0.603,189.655,2.104,0.475
A4,15:1,,32.0,0.0,0.0,32.0,0.589,94.81,1.649,0.607
A4,15:1,,32.0,0.0,0.0,32.0,0.706,98.387,1.203,0.831
A4,15:1,,32.0,0.0,0.0,32.0,0.577,99.156,1.288,0.776
A4,15:1,,32.0,0.0,0.0,32.0,0.608,82.492,1.69,0.592
A4,15:1,,32.0,0.0,0.0,32.0,0.712,91.137,1.296,0.771
A4,15:1,,32.0,0.0,0.0,32.0,0.706,101.533,1.322,0.757
A4,15:1,,32.0,0.0,0.0,32.0,0.706,57.871,1.525,0.656
A4,15:1,,32.0,0.0,0.0,32.0,0.729,82.541,1.147,0.872
A4,15:1,,32.0,0.0,0.0,32.0,0.635,82.201,1.572,0.636
A4,15:1,,32.0,0.0,0.0,32.0,0.665,127.264,1.112,0.9
A4,15:1,,32.0,0.0,0.0,32.0,0.76,81.253,1.454,0.688
A4,15:1,,32.0,0.0,0.0,32.0,0.636,82.225,1.713,0.584
A4,15:1,,32.0,0.0,0.0,32.0,0.57,50.695,1.47,0.68
A4,15:1,,32.0,0.0,0.0,32.0,0.65,55.606,1.216,0.822
A4,15:1,,32.0,0.0,0.0,32.0,0.661,63.159,1.272,0.786
A4,15:1,,32.0,0.0,0.0,32.0,0.642,58.822,1.208,0.828
A4,15:1,,32.0,0.0,0.0,32.0,0.693,74.431,1.162,0.861
A4,15:1,,32.0,0.0,0.0,32.0,0.774,124.652,1.202,0.832
A4,15:1,,32.0,0.0,0.0,32.0,0.725,100.17,1.201,0.833
A4,15:1,,32.0,0.0,0.0,32.0,0.621,68.622,1.191,0.84
A4,15:1,,32.0,0.0,0.0,32.0,0.711,99.035,1.207,0.829
A4,15:1,,32.0,0.0,0.0,32.0,0.706,130.614,1.326,0.754
A4,15:1,,32.0,0.0,0.0,32.0,0.832,84.853,1.233,0.811
A4,15:1,,32.0,0.0,0.0,32.0,0.728,77.492,1.334,0.75
A4,15:1,,32.0,0.0,0.0,32.0,0.718,54.626,1.45,0.69
A4,15:1,,32.0,0.0,0.0,32.0,0.667,55.579,1.526,0.655
A4,15:1,,32.0,0.0,0.0,32.0,0.807,73.763,1.179,0.848
A4,15:1,,32.0,0.0,0.0,32.0,0.691,131.214,1.427,0.701
A4,15:1,,32.0,0.0,0.0,32.0,0.638,144.931,1.785,0.56
A4,15:1,,32.0,0.0,0.0,32.0,0.734,71.281,1.151,0.869
A4,15:1,,32.0,0.0,0.0,32.0,0.644,68.308,1.81,0.553
A4,15:1,,32.0,0.0,0.0,32.0,0.708,58.052,1.132,0.883
A4,15:1,,32.0,0.0,0.0,32.0,0.606,118.828,1.65,0.606
A4,15:1,,32.0,0.0,0.0,32.0,0.673,99.925,1.458,0.686
A4,15:1,,32.0,0.0,0.0,32.0,0.684,105.759,1.428,0.7
A4,15:1,,32.0,0.0,0.0,32.0,0.54,58.215,1.635,0.612
A4,15:1,,32.0,0.0,0.0,32.0,0.627,108.559,1.355,0.738
A4,15:1,,32.0,0.0,0.0,32.0,0.707,52.887,1.633,0.612
A4,15:1,,32.0,0.0,0.0,32.0,0.729,90.824,1.367,0.732
A4,15:1,,32.0,0.0,0.0,32.0,0.785,47.202,1.323,0.756
A4,15:1,,32.0,0.0,0.0,32.0,0.609,80.709,1.525,0.656
A4,15:1,,32.0,0.0,0.0,32.0,0.704,25.632,1.157,0.865
A4,15:1,,32.0,0.0,0.0,32.0,0.597,271.487,1.342,0.745
A4,15:1,,32.0,0.0,0.0,32.0,0.482,17.804,2.366,0.423
A4,15:1,,32.0,0.0,0.0,32.0,0.602,101.553,1.401,0.714
A4,15:1,,32.0,0.0,0.0,32.0,0.649,79.202,1.009,0.991
A4,15:1,,32.0,0.0,0.0,32.0,0.73,72.236,1.339,0.747
A4,15:1,,32.0,0.0,0.0,32.0,0.647,101.02,1.666,0.6
A4,15:1,,32.0,0.0,0.0,32.0,0.56,175.046,1.562,0.64
A4,15:1,,32.0,0.0,0.0,32.0,0.605,95.713,1.653,0.605
A4,15:1,,32.0,0.0,0.0,32.0,0.763,19.723,1.505,0.664
A4,15:1,,32.0,0.0,0.0,32.0,0.647,148.678,1.413,0.708
A4,15:1,,32.0,0.0,0.0,32.0,0.717,81.394,1.196,0.836
A4,15:1,,32.0,0.0,0.0,32.0,0.68,151.819,1.122,0.891
A4,15:1,,32.0,0.0,0.0,32.0,0.697,79.404,1.314,0.761
A4,15:1,,32.0,0.0,0.0,32.0,0.724,130.419,1.357,0.737
A4,15:1,,32.0,0.0,0.0,32.0,0.715,140.431,1.254,0.798
A4,15:1,,32.0,0.0,0.0,32.0,0.688,129.865,1.357,0.737
A4,15:1,,32.0,0.0,0.0,32.0,0.292,20.809,1.97,0.508
A4,15:1,,32.0,0.0,0.0,32.0,0.529,18.439,2.174,0.46
A4,15:1,,32.0,0.0,0.0,32.0,0.502,22.804,1.801,0.555
A4,15:1,,32.0,0.0,0.0,32.0,0.841,10.817,1.673,0.598
A4,15:1,,32.0,0.0,0.0,32.0,0.787,87.664,1.084,0.922
A4,15:1,,32.0,0.0,0.0,32.0,0.787,13.153,1.09,0.918
A4,15:1,,32.0,0.0,0.0,32.0,0.604,85.586,1.795,0.557
A4,15:1,,32.0,0.0,0.0,32.0,0.654,79.12,1.391,0.719
A4,15:1,,32.0,0.0,0.0,32.0,0.694,50.804,1.38,0.725
A4,15:1,,32.0,0.0,0.0,32.0,0.642,53.907,1.335,0.749
A4,15:1,,32.0,0.0,0.0,32.0,0.756,8.944,2.075,0.482
A4,15:1,,32.0,0.0,0.0,32.0,0.699,89.694,1.147,0.872
A4,15:1,,32.0,0.0,0.0,32.0,0.638,86.585,1.269,0.788
A4,15:1,,32.0,0.0,0.0,32.0,0.683,113.877,1.204,0.83
A4,15:1,,32.0,0.0,0.0,32.0,0.722,76.322,1.4,0.714
A4,15:1,,32.0,0.0,0.0,32.0,0.585,56.08,1.688,0.593
A4,15:1,,32.0,0.0,0.0,32.0,0.563,99.73,1.369,0.73
A4,15:1,,32.0,0.0,0.0,32.0,0.542,22.472,3.001,0.333
A4,15:1,,32.0,0.0,0.0,32.0,0.563,104.139,1.171,0.854
A4,15:1,,32.0,0.0,0.0,32.0,0.53,115.004,1.448,0.691
A4,15:1,,32.0,0.0,0.0,32.0,0.62,94.154,1.419,0.705
A4,15:1,,32.0,0.0,0.0,32.0,0.613,124.391,1.765,0.567
A4,15:1,,32.0,0.0,0.0,32.0,0.676,133.004,1.401,0.714
A4,15:1,,32.0,0.0,0.0,32.0,0.687,138.224,1.096,0.912
A4,15:1,,32.0,0.0,0.0,32.0,0.563,193.499,1.385,0.722
A4,15:1,,32.0,0.0,0.0,32.0,0.67,88.527,1.574,0.635
A4,15:1,,32.0,0.0,0.0,32.0,0.718,79.228,1.354,0.739
A4,15:1,,32.0,0.0,0.0,32.0,0.432,162.012,1.656,0.604
A4,15:1,,32.0,0.0,0.0,32.0,0.688,165.593,1.427,0.701
A4,15:1,,32.0,0.0,0.0,32.0,0.657,120.673,1.26,0.794
A4,15:1,,32.0,0.0,0.0,32.0,0.793,51.264,1.17,0.855
A4,15:1,,32.0,0.0,0.0,32.0,0.625,268.494,1.382,0.724
A4,15:1,,32.0,0.0,0.0,32.0,0.731,94.515,1.47,0.68
A4,15:1,,32.0,0.0,0.0,32.0,0.638,96.566,1.282,0.78
A4,15:1,,32.0,0.0,0.0,32.0,0.738,77.647,1.38,0.725
A4,15:1,,32.0,0.0,0.0,32.0,0.706,70.605,1.319,0.758
A4,15:1,,32.0,0.0,0.0,32.0,0.737,41.773,1.306,0.766
A4,15:1,,32.0,0.0,0.0,32.0,0.6,8.246,1.727,0.579
A4,15:1,,32.0,0.0,0.0,32.0,0.649,33.956,1.459,0.686
A4,15:1,,32.0,0.0,0.0,32.0,0.622,61.774,1.314,0.761
A4,15:1,,32.0,0.0,0.0,32.0,0.673,54.818,1.595,0.627
A4,15:1,,32.0,0.0,0.0,32.0,0.597,66.731,2.141,0.467
A4,15:1,,32.0,0.0,0.0,32.0,0.699,80.306,1.817,0.55
A4,15:1,,32.0,0.0,0.0,32.0,0.594,70.838,1.447,0.691
A4,15:1,,32.0,0.0,0.0,32.0,0.73,78.772,1.083,0.923
A4,15:1,,32.0,0.0,0.0,32.0,0.762,75.69,1.101,0.908
A4,15:1,,32.0,0.0,0.0,32.0,0.681,94.81,1.331,0.751
A4,15:1,,32.0,0.0,0.0,32.0,0.663,9.849,1.865,0.536
A4,15:1,,32.0,0.0,0.0,32.0,0.564,89.961,1.462,0.684
A4,15:1,,32.0,0.0,0.0,32.0,0.608,82.073,1.664,0.601
A4,15:1,,32.0,0.0,0.0,32.0,0.742,95.603,1.21,0.826
A4,15:1,,32.0,0.0,0.0,32.0,0.622,89.14,1.122,0.891
A4,15:1,,32.0,0.0,0.0,32.0,0.768,70.52,1.223,0.818
A4,15:1,,32.0,0.0,0.0,32.0,0.794,61.717,1.326,0.754
A4,15:1,,32.0,0.0,0.0,32.0,0.714,53.6,1.438,0.695
A4,15:1,,32.0,0.0,0.0,32.0,0.603,99.925,1.546,0.647
A4,15:1,,32.0,0.0,0.0,32.0,0.698,85.796,1.323,0.756
A4,15:1,,32.0,0.0,0.0,32.0,0.59,99.141,1.21,0.827
A4,15:1,,32.0,0.0,0.0,32.0,0.595,79.12,2.183,0.458
A4,15:1,,32.0,0.0,0.0,32.0,0.716,188.915,1.625,0.615
A4,15:1,,32.0,0.0,0.0,32.0,0.706,113.899,1.095,0.913
A4,15:1,,32.0,0.0,0.0,32.0,0.46,103.31,2.414,0.414
A4,15:1,,32.0,0.0,0.0,32.0,0.662,51.352,1.826,0.548
A4,15:1,,32.0,0.0,0.0,32.0,0.697,45.354,1.32,0.757
A4,15:1,,32.0,0.0,0.0,32.0,0.633,56.08,1.508,0.663
A4,15:1,,32.0,0.0,0.0,32.0,0.704,49.659,1.1,0.909
A4,15:1,,32.0,0.0,0.0,32.0,0.666,55.227,1.194,0.838
A4,15:1,,32.0,0.0,0.0,32.0,0.733,69.051,1.102,0.908
A4,15:1,,32.0,0.0,0.0,32.0,0.733,9.849,1.689,0.592
A4,15:1,,32.0,0.0,0.0,32.0,0.631,51.43,1.211,0.826
A4,15:1,,32.0,0.0,0.0,32.0,0.721,43.186,1.482,0.675
A4,15:1,,32.0,0.0,0.0,32.0,0.494,9.22,2.042,0.49
A4,15:1,,32.0,0.0,0.0,32.0,0.653,21.19,1.136,0.881
A4,15:1,,32.0,0.0,0.0,32.0,0.594,8.062,2.543,0.393
A4,15:1,,32.0,0.0,0.0,32.0,0.671,141.481,1.458,0.686
A4,15:1,,32.0,0.0,0.0,32.0,0.466,60.208,2.597,0.385
A4,15:1,,32.0,0.0,0.0,32.0,0.748,56.719,1.067,0.938
A4,15:1,,32.0,0.0,0.0,32.0,0.623,68.25,1.759,0.569
A4,15:1,,32.0,0.0,0.0,32.0,0.741,26.42,1.07,0.934
A4,15:1,,32.0,0.0,0.0,32.0,0.658,46.957,1.684,0.594
A4,15:1,,32.0,0.0,0.0,32.0,0.696,65.734,1.447,0.691
A4,15:1,,32.0,0.0,0.0,32.0,0.506,98.489,1.664,0.601
A4,15:1,,32.0,0.0,0.0,32.0,0.697,47.508,1.11,0.901
A4,15:1,,32.0,0.0,0.0,32.0,0.643,104.561,2.139,0.468
A4,15:1,,32.0,0.0,0.0,32.0,0.665,23.431,1.285,0.778
A4,15:1,,32.0,0.0,0.0,32.0,0.665,47.802,1.292,0.774
A4,15:1,,32.0,0.0,0.0,32.0,0.754,45.88,1.379,0.725
A4,15:1,,32.0,0.0,0.0,32.0,0.778,38.833,1.139,0.878
A4,15:1,,32.0,0.0,0.0,32.0,0.508,76.322,2.718,0.368
A4,15:1,,32.0,0.0,0.0,32.0,0.478,117.886,2.027,0.493
A4,15:1,,32.0,0.0,0.0,32.0,0.449,89.269,2.486,0.402
A4,15:1,,32.0,0.0,0.0,32.0,0.599,113.265,1.288,0.777
A4,15:1,,32.0,0.0,0.0,32.0,0.719,59.54,1.114,0.898
A4,15:1,,32.0,0.0,0.0,32.0,0.681,76.662,1.042,0.96
A4,15:1,,32.0,0.0,0.0,32.0,0.536,113.6,1.442,0.694
A4,15:1,,32.0,0.0,0.0,32.0,0.474,173.289,1.193,0.838
A4,15:1,,32.0,0.0,0.0,32.0,0.709,48.508,1.496,0.668
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.69,12.369,1.515,0.66
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.781,15.652,1.383,0.723
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.779,22.204,1.221,0.819
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.683,19.416,1.606,0.623
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.778,19.313,1.224,0.817
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.676,15.811,1.55,0.645
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.695,21.095,1.18,0.848
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.763,20.248,1.343,0.744
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.784,16.763,1.504,0.665
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.79,13.892,1.287,0.777
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.764,19.723,1.592,0.628
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.574,46.487,1.544,0.647
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.747,30.083,1.427,0.701
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.588,13.928,1.15,0.87
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.785,18.682,1.571,0.636
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.838,7.81,1.655,0.604
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.703,26.926,1.607,0.622
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.659,30.265,1.149,0.87
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.726,37.108,1.828,0.547
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.694,24.698,1.362,0.734
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.699,29.428,1.704,0.587
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.869,12.53,1.288,0.777
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.685,21.095,1.724,0.58
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.678,25.0,1.794,0.557
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.707,20.0,1.134,0.882
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.807,24.187,1.222,0.818
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.623,28.16,1.583,0.632
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.853,25.632,1.192,0.839
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.82,11.18,1.091,0.917
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.665,30.871,1.401,0.714
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.732,9.849,1.897,0.527
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.788,15.297,1.22,0.82
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.783,20.224,1.31,0.763
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.735,13.038,1.297,0.771
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.717,16.643,1.22,0.82
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.745,23.431,1.312,0.762
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.732,19.849,1.712,0.584
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.679,18.028,1.405,0.712
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.693,7.81,2.019,0.495
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.74,24.698,1.405,0.712
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.78,16.763,1.618,0.618
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.67,19.647,1.917,0.522
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.745,13.601,1.194,0.837
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.624,26.476,2.32,0.431
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.609,41.437,1.564,0.639
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.613,25.0,1.663,0.601
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.835,18.788,1.118,0.894
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.832,16.125,1.277,0.783
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.654,18.788,1.246,0.802
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.624,27.019,1.406,0.711
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.694,29.53,1.897,0.527
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.812,10.44,1.586,0.631
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.895,10.44,1.204,0.83
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.698,24.042,1.331,0.751
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.706,33.106,1.722,0.581
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.735,12.806,1.033,0.968
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.798,15.297,1.36,0.735
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.764,16.401,1.131,0.884
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.707,18.868,1.589,0.629
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.625,14.866,1.22,0.82
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.787,16.553,1.178,0.849
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.722,16.401,1.165,0.859
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.733,16.401,1.176,0.85
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.706,34.015,1.346,0.743
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.603,35.511,1.679,0.596
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.825,24.515,1.182,0.846
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.703,14.765,1.939,0.516
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.775,18.028,1.172,0.854
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.774,29.547,1.468,0.681
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.743,45.177,1.214,0.824
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.696,11.705,1.376,0.727
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.622,25.71,1.208,0.828
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.835,15.652,1.69,0.592
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.625,19.723,1.875,0.533
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.695,18.439,1.718,0.582
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.729,36.346,1.335,0.749
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.771,16.125,1.536,0.651
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.641,44.294,1.639,0.61
E1-10,7:5:1,1,20.0,16.7,0.0,36.7,0.705,15.297,1.432,0.698
