Tag,Ball-Powder Ratio,Jar,20mm Run Time (Hours),10mm Run Time (Hours),6mm Run Time (Hours),Total Run Time (Hours),Circ.,Feret,AR,Round
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.883,10.44,1.08,0.926
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.826,18.111,1.365,0.733
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.676,28.16,1.576,0.635
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.82,14.318,1.647,0.607
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.778,10.0,1.394,0.717
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.656,26.0,1.69,0.592
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.676,9.434,2.216,0.451
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.765,27.659,1.737,0.576
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.798,43.966,1.202,0.832
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.461,17.804,1.825,0.548
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.801,29.411,1.325,0.755
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.943,7.81,1.38,0.724
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.644,42.154,1.68,0.595
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.826,29.411,1.248,0.801
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.811,11.402,1.547,0.647
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.792,18.028,1.734,0.577
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.673,32.311,1.587,0.63
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.809,19.313,1.049,0.953
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.893,16.155,1.346,0.743
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.892,8.062,1.065,0.939
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.673,46.174,1.46,0.685
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,1.0,8.062,1.137,0.88
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.708,16.279,1.671,0.598
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.786,24.698,1.233,0.811
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.768,15.62,1.464,0.683
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.96,8.062,1.372,0.729
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.867,22.825,1.146,0.873
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.765,30.871,1.326,0.754
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.716,16.279,1.467,0.682
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.666,16.279,2.306,0.434
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.78,11.18,1.416,0.706
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.801,34.438,1.307,0.765
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.787,17.205,1.452,0.689
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.82,29.069,1.097,0.911
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.801,23.409,1.188,0.842
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.781,36.346,1.177,0.849
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.728,17.804,1.652,0.605
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.865,16.155,1.349,0.741
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.84,29.547,1.308,0.764
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.64,15.0,1.93,0.518
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.704,23.77,1.425,0.702
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.788,13.928,1.46,0.685
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.687,58.694,1.325,0.755
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.695,15.232,1.694,0.59
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.866,17.088,1.241,0.806
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.826,10.817,1.139,0.878
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.988,6.403,1.216,0.822
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.924,13.342,1.15,0.869
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.883,11.18,1.309,0.764
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.797,10.63,1.398,0.715
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.714,29.155,1.194,0.838
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.892,8.602,1.433,0.698
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.988,6.708,1.204,0.83
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.86,13.601,1.089,0.918
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.624,23.537,1.559,0.641
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.868,13.0,1.1,0.909
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.782,10.817,1.501,0.666
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.579,27.857,1.643,0.609
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.705,28.302,1.367,0.732
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.801,41.11,1.143,0.875
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.695,13.892,1.927,0.519
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.744,15.264,1.472,0.679
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.813,11.18,1.211,0.826
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.849,12.53,1.118,0.895
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,1.0,7.211,1.064,0.939
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.767,30.676,1.23,0.813
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.931,17.205,1.135,0.881
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.71,12.53,2.151,0.465
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.759,22.847,1.846,0.542
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.825,10.44,1.218,0.821
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.848,18.358,1.072,0.933
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.588,25.318,1.334,0.75
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.953,8.544,1.23,0.813
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.817,18.028,1.245,0.803
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.857,8.544,1.353,0.739
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.79,25.08,1.152,0.868
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.669,48.836,1.583,0.632
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.768,22.204,1.35,0.741
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.848,30.806,1.165,0.858
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.687,37.202,1.449,0.69
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.819,9.434,1.621,0.617
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.695,44.147,1.447,0.691
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.707,15.652,2.315,0.432
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.821,13.0,1.38,0.725
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.887,13.601,1.239,0.807
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.821,8.544,1.148,0.871
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.996,8.544,1.565,0.639
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.815,14.866,1.561,0.64
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.712,26.077,1.485,0.673
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.891,12.53,1.236,0.809
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.884,17.493,1.117,0.895
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.673,12.207,1.637,0.611
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.752,27.459,1.332,0.751
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.817,19.698,1.234,0.811
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.83,16.401,1.126,0.888
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.536,26.627,1.253,0.798
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.803,24.698,1.374,0.728
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.803,8.944,1.689,0.592
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.767,22.561,1.334,0.749
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.788,25.632,1.459,0.685
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.775,18.248,1.783,0.561
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.811,21.095,1.398,0.715
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.723,14.56,2.429,0.412
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.639,31.89,1.414,0.707
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.81,13.0,1.341,0.746
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.622,16.763,1.521,0.657
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.87,9.22,1.33,0.752
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.932,11.705,1.063,0.941
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.78,10.0,1.154,0.867
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.909,13.601,1.39,0.719
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.857,11.402,1.338,0.747
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.916,6.708,1.157,0.865
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.756,26.401,1.515,0.66
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.791,28.231,1.238,0.808
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.885,24.739,1.035,0.967
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.738,39.408,1.332,0.751
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,1.0,6.708,1.177,0.849
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.842,13.892,1.323,0.756
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.96,8.062,1.331,0.751
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.726,17.029,1.209,0.827
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.809,22.825,1.108,0.903
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.822,20.616,1.352,0.74
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.766,18.028,1.182,0.846
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,1.0,6.708,1.181,0.846
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.908,7.28,1.105,0.905
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.808,13.0,1.492,0.67
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.811,21.471,1.277,0.783
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.797,24.515,1.525,0.656
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.772,18.385,1.162,0.861
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.813,19.416,1.259,0.794
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.698,19.723,2.203,0.454
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.791,9.849,1.435,0.697
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.934,11.705,1.512,0.662
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.819,9.434,1.252,0.799
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.788,29.411,1.218,0.821
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.82,13.153,1.709,0.585
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.944,9.434,1.168,0.856
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.91,7.616,1.582,0.632
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.818,10.44,1.056,0.947
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.658,25.08,1.705,0.586
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.9,12.369,1.218,0.821
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.838,7.071,1.116,0.896
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.748,30.61,1.253,0.798
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.743,14.318,1.693,0.591
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.923,12.207,1.293,0.773
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.902,13.153,1.281,0.781
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.666,28.601,1.258,0.795
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.632,15.524,2.291,0.436
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.875,13.038,1.116,0.896
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.916,10.0,1.215,0.823
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.514,24.597,2.043,0.49
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.719,13.0,1.603,0.624
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.898,6.708,1.417,0.706
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.69,29.069,1.556,0.643
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.852,21.378,1.29,0.775
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.836,25.632,1.224,0.817
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.845,8.602,1.144,0.874
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.892,11.18,1.267,0.789
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.808,46.573,1.173,0.852
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.694,24.839,1.259,0.794
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.767,19.209,1.379,0.725
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.821,13.153,1.215,0.823
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.843,10.817,1.411,0.709
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.749,37.643,1.19,0.84
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.786,19.105,1.537,0.651
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.921,10.44,1.397,0.716
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.903,15.652,1.023,0.977
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.904,9.849,1.532,0.653
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.849,16.125,1.279,0.782
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.759,42.544,1.527,0.655
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.838,9.434,1.462,0.684
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,1.0,6.403,1.132,0.884
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.667,21.541,2.302,0.434
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.823,28.862,1.085,0.922
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.994,8.062,1.233,0.811
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.522,18.028,2.587,0.387
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.803,23.259,1.375,0.727
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.747,23.77,1.237,0.808
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.797,31.78,1.328,0.753
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.786,17.0,1.108,0.902
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.616,17.804,1.745,0.573
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.988,6.403,1.216,0.822
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.627,25.632,1.75,0.571
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.754,9.849,1.226,0.816
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.815,6.708,1.378,0.726
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.827,16.401,1.119,0.894
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.841,17.088,1.4,0.715
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.8,20.616,1.647,0.607
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.84,17.0,1.167,0.857
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.948,13.038,1.202,0.832
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.824,9.434,1.41,0.709
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.839,24.739,1.237,0.809
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.854,13.454,1.552,0.644
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.907,7.28,1.15,0.87
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.69,13.601,1.71,0.585
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.798,13.892,1.141,0.876
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.743,13.928,1.566,0.638
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.796,11.18,1.177,0.849
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.607,30.083,1.422,0.703
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.769,26.306,1.683,0.594
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.824,16.492,1.23,0.813
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.647,26.476,1.813,0.552
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.898,10.296,1.095,0.913
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.705,29.069,1.62,0.617
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.894,22.561,1.234,0.811
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.736,22.361,1.811,0.552
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.617,43.658,1.366,0.732
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.719,19.416,1.568,0.638
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.828,18.439,1.133,0.883
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.82,16.763,1.136,0.88
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.743,47.802,1.408,0.71
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.906,10.63,1.475,0.678
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.848,9.434,1.17,0.855
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.782,13.601,1.174,0.852
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.761,20.616,1.352,0.74
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.718,25.0,1.793,0.558
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.513,35.0,2.763,0.362
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.689,18.439,1.736,0.576
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.886,7.616,1.226,0.815
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.737,26.926,1.75,0.571
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.695,24.759,1.853,0.54
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.914,15.232,1.117,0.895
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.74,23.259,1.826,0.548
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.754,9.434,1.569,0.637
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.734,29.53,1.447,0.691
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.826,22.825,1.323,0.756
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.816,20.881,1.392,0.719
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.799,8.544,1.286,0.778
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.793,30.364,1.05,0.952
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.881,11.705,1.201,0.833
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.878,20.125,1.315,0.76
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.74,36.77,1.358,0.736
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.894,13.601,1.232,0.812
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.644,46.487,1.674,0.597
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,1.0,6.708,1.182,0.846
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.821,13.601,1.162,0.861
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.766,34.132,1.183,0.845
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.82,19.925,1.327,0.754
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.76,25.0,1.216,0.822
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.815,6.708,1.217,0.822
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.757,22.672,1.034,0.968
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.757,14.866,1.153,0.867
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.773,24.739,1.259,0.794
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.76,41.0,1.338,0.747
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.728,19.105,1.579,0.633
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.837,29.069,1.247,0.802
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.803,22.136,1.311,0.763
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.815,25.807,1.247,0.802
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.75,26.077,1.833,0.546
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.838,6.708,1.44,0.694
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.66,18.028,1.835,0.545
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.685,31.385,1.3,0.769
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.651,25.807,1.558,0.642
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.677,20.125,1.677,0.596
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.827,15.524,1.364,0.733
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.749,24.597,1.574,0.635
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.747,25.612,1.162,0.861
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.784,18.682,1.42,0.704
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.888,13.0,1.221,0.819
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.619,45.222,1.857,0.538
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.77,16.279,1.426,0.701
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.801,20.248,1.109,0.902
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.694,58.694,1.691,0.591
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.85,9.487,1.413,0.708
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.595,16.643,1.578,0.634
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.708,40.817,1.689,0.592
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.649,18.788,1.328,0.753
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.854,23.324,1.047,0.955
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.851,11.18,1.198,0.834
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.755,9.434,1.381,0.724
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.611,13.342,1.726,0.579
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.807,13.892,1.671,0.598
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.782,13.601,1.245,0.803
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.669,23.601,1.107,0.903
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.8,8.246,1.588,0.63
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.718,18.028,1.525,0.656
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.89,12.53,1.195,0.837
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.542,22.561,2.756,0.363
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.886,9.22,1.842,0.543
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.984,9.849,1.125,0.889
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.678,21.378,1.38,0.725
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.606,15.232,2.024,0.494
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.709,32.985,1.315,0.76
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.551,22.472,1.852,0.54
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.774,14.213,1.57,0.637
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.643,15.0,1.912,0.523
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.828,16.279,1.304,0.767
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.84,19.235,1.525,0.656
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.658,35.228,1.546,0.647
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.907,7.28,1.159,0.863
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.817,24.187,1.434,0.697
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.679,10.44,1.94,0.515
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.809,18.682,1.573,0.636
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.851,17.0,1.277,0.783
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.977,7.211,1.103,0.907
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.764,12.53,1.269,0.788
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.943,6.403,1.25,0.8
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.803,6.708,1.208,0.828
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.641,24.187,2.098,0.477
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.788,44.283,1.186,0.843
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.618,15.0,2.13,0.47
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.903,9.434,1.126,0.888
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.752,14.318,1.58,0.633
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.675,10.77,1.254,0.797
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.791,21.26,1.358,0.736
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.725,34.015,1.365,0.733
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.831,9.434,1.132,0.884
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.791,37.736,1.402,0.713
H2-6,7:5:1,2,20.0,25.0,16.7,61.7,0.933,9.849,1.256,0.796
