Slice,Count,Total Area,Average Size,%Area,Mean,Mode,Perim.,Major,Minor,Angle,Circ.,Solidity,Feret,FeretX,FeretY,FeretAngle,MinFeret,IntDen,Median,Skew,Kurt
2024-10-29 P1444 Group 2 Rev 8 R01 PP1_01585.png,1,1007,1007,42.815,255,255,117.054,36.626,35.007,101.176,0.924,0.963,37.483,21,6,99.211,35.000,256785,255,NaN,NaN
2024-10-29 P1444 Group 2 Rev 8 R01 PP1_00314.png,1,543,543,32.321,255,255,84.669,26.507,26.082,61.168,0.952,0.960,28.178,14,33,62.526,26.000,138465,255,NaN,NaN
2024-10-29 P1444 Group 2 Rev 8 R01 PP1_00472.png,1,1105,1105,42.500,255,255,122.225,37.681,37.338,41.078,0.929,0.968,39.205,10,35,37.747,37.000,281775,255,NaN,NaN
2024-10-29 P1444 Group 2 Rev 8 R01 PP1_01778.png,1,670,670,37.140,255,255,95.740,29.868,28.561,71.347,0.919,0.956,31.064,12,35,56.821,29.000,170850,255,NaN,NaN
2024-10-29 P1444 Group 2 Rev 8 R01 PP1_00466.png,1,1117,1117,37.686,255,255,123.882,38.000,37.426,12.860,0.915,0.962,39.294,7,34,14.744,38.000,284835,255,NaN,NaN
2024-10-29 P1444 Group 2 Rev 8 R01 PP1_00300.png,1,2579,2579,45.246,255,255,191.238,57.894,56.719,26.400,0.886,0.969,60.671,7,40,8.531,57.000,657645,255,NaN,NaN
2024-10-29 P1444 Group 2 Rev 8 R01 PP1_00328.png,1,1759,1759,46.510,255,255,155.439,47.640,47.012,111.270,0.915,0.971,48.836,27,55,79.380,47.000,448545,255,NaN,NaN
2024-10-29 P1444 Group 2 Rev 8 R01 PP1_01036.png,1,661,661,32.788,255,255,94.912,29.315,28.709,166.607,0.922,0.957,30.806,9,14,144.246,29.000,168555,255,NaN,NaN
2024-10-29 P1444 Group 2 Rev 8 R01 PP1_01750.png,1,991,991,38.863,255,255,115.397,35.683,35.361,54.012,0.935,0.967,37.014,9,35,38.418,35.000,252705,255,NaN,NaN
2024-10-29 P1444 Group 2 Rev 8 R01 PP1_01988.png,1,627,627,35.544,255,255,92.669,28.474,28.036,88.726,0.918,0.957,30.000,13,33,53.130,28.000,159885,255,NaN,NaN
2024-10-29 P1444 Group 2 Rev 8 R01 PP1_01744.png,1,533,533,33.333,255,255,84.669,26.144,25.958,86.848,0.934,0.955,27.203,12,9,126.027,26.000,135915,255,NaN,NaN
2024-10-29 P1444 Group 2 Rev 8 R01 PP1_01022.png,1,514,514,30.577,255,255,84.083,26.112,25.063,121.152,0.914,0.947,27.019,13,10,128.991,25.491,131070,255,NaN,NaN
2024-10-29 P1444 Group 2 Rev 8 R01 PP1_01977.png,1,528,528,31.485,255,255,83.841,26.558,25.313,30.347,0.944,0.961,27.803,9,32,37.694,25.000,134640,255,NaN,NaN
2024-10-29 P1444 Group 2 Rev 8 R01 PP1_01963.png,1,1168,1168,43.211,255,255,126.468,39.312,37.830,170.752,0.918,0.966,40.522,7,20,164.249,38.000,297840,255,NaN,NaN
2024-10-29 P1444 Group 2 Rev 8 R01 PP1_01793.png,1,643,643,35.604,255,255,94.912,29.033,28.199,101.932,0.897,0.948,30.610,10,32,51.633,28.460,163965,255,NaN,NaN
2024-10-29 P1444 Group 2 Rev 8 R01 PP1_00499.png,1,1600,1600,44.457,255,255,149.439,45.867,44.415,35.193,0.900,0.964,47.297,7,36,13.449,44.931,408000,255,NaN,NaN
2024-10-29 P1444 Group 2 Rev 8 R01 PP1_01787.png,1,436,436,26.585,255,255,75.598,23.953,23.176,32.207,0.959,0.960,25.239,8,26,33.690,23.000,111180,255,NaN,NaN
2024-10-29 P1444 Group 2 Rev 8 R01 PP1_00260.png,1,1800,1800,48.426,255,255,156.610,48.389,47.363,75.686,0.922,0.973,49.729,22,55,74.846,47.000,459000,255,NaN,NaN
2024-10-29 P1444 Group 2 Rev 8 R01 PP1_00506.png,1,1208,1208,39.246,255,255,127.882,40.793,37.705,21.821,0.928,0.969,42.154,8,36,22.306,38.000,308040,255,NaN,NaN
2024-10-29 P1444 Group 2 Rev 8 R01 PP1_01618.png,1,896,896,39.716,255,255,111.154,35.136,32.469,12.030,0.911,0.961,36.401,11,36,37.185,32.000,228480,255,NaN,NaN
2024-10-29 P1444 Group 2 Rev 8 R01 PP1_00512.png,1,1077,1077,43.080,255,255,120.468,37.050,37.011,6.496,0.933,0.965,38.588,8,15,148.782,37.000,274635,255,NaN,NaN
2024-10-29 P1444 Group 2 Rev 8 R01 PP1_00274.png,1,1115,1115,41.250,255,255,123.296,37.974,37.385,96.632,0.922,0.964,39.051,23,7,103.325,38.000,284325,255,NaN,NaN
2024-10-29 P1444 Group 2 Rev 8 R01 PP1_01142.png,1,702,702,33.913,255,255,97.497,31.099,28.741,15.190,0.928,0.963,31.906,9,32,32.196,28.000,179010,255,NaN,NaN
2024-10-29 P1444 Group 2 Rev 8 R01 PP1_01624.png,1,998,998,36.291,255,255,117.882,36.215,35.088,4.644,0.902,0.955,37.216,7,24,173.830,35.734,254490,255,NaN,NaN
2024-10-29 P1444 Group 2 Rev 8 R01 PP1_01630.png,1,637,637,36.111,255,255,92.326,28.539,28.419,15.845,0.939,0.959,29.732,15,7,109.654,28.000,162435,255,NaN,NaN
2024-10-29 P1444 Group 2 Rev 8 R01 PP1_01156.png,1,1614,1614,44.833,255,255,149.196,45.461,45.204,135.779,0.911,0.968,46.861,14,12,129.806,45.000,411570,255,NaN,NaN
2024-10-29 P1444 Group 2 Rev 8 R01 PP1_00248.png,1,1329,1329,43.149,255,255,135.539,42.472,39.841,43.262,0.909,0.965,43.909,15,46,59.931,40.249,338895,255,NaN,NaN
2024-10-29 P1444 Group 2 Rev 8 R01 PP1_01803.png,1,536,536,30.403,255,255,85.497,26.256,25.992,74.457,0.921,0.950,27.459,14,34,56.889,26.000,136680,255,NaN,NaN
2024-10-29 P1444 Group 2 Rev 8 R01 PP1_01817.png,1,773,773,38.173,255,255,101.983,31.483,31.262,130.119,0.934,0.960,32.757,15,9,121.264,31.000,197115,255,NaN,NaN
2024-10-29 P1444 Group 2 Rev 8 R01 PP1_01181.png,1,538,538,29.097,255,255,84.669,26.322,26.024,142.132,0.943,0.958,27.459,9,14,146.889,26.000,137190,255,NaN,NaN
2024-10-29 P1444 Group 2 Rev 8 R01 PP1_01195.png,1,973,973,40.542,255,255,115.983,36.003,34.410,9.795,0.909,0.961,38.419,7,35,38.660,34.000,248115,255,NaN,NaN
2024-10-29 P1444 Group 2 Rev 8 R01 PP1_00704.png,1,920,920,39.116,255,255,112.225,34.796,33.664,41.816,0.918,0.959,35.847,16,41,59.859,34.000,234600,255,NaN,NaN
2024-10-29 P1444 Group 2 Rev 8 R01 PP1_02113.png,1,928,928,37.254,255,255,111.397,34.672,34.079,144.144,0.940,0.968,35.805,16,9,125.910,34.000,236640,255,NaN,NaN
2024-10-29 P1444 Group 2 Rev 8 R01 PP1_00062.png,1,1047,1047,39.480,255,255,118.811,36.903,36.124,121.219,0.932,0.967,38.471,18,43,62.103,36.000,266985,255,NaN,NaN
2024-10-29 P1444 Group 2 Rev 8 R01 PP1_00076.png,1,590,590,36.898,255,255,88.326,27.629,27.189,11.370,0.950,0.959,28.653,8,27,29.249,27.000,150450,255,NaN,NaN
2024-10-29 P1444 Group 2 Rev 8 R01 PP1_01368.png,1,411,411,23.951,255,255,75.497,24.302,21.534,27.461,0.906,0.937,25.962,7,26,15.642,22.600,104805,255,NaN,NaN
2024-10-29 P1444 Group 2 Rev 8 R01 PP1_02107.png,1,328,328,26.776,255,255,65.598,21.048,19.841,18.760,0.958,0.951,22.361,8,23,26.565,20.000,83640,255,NaN,NaN
2024-10-29 P1444 Group 2 Rev 8 R01 PP1_00710.png,1,845,845,36.675,255,255,106.811,33.019,32.584,71.228,0.931,0.962,34.176,15,39,69.444,33.000,215475,255,NaN,NaN
2024-10-29 P1444 Group 2 Rev 8 R01 PP1_01426.png,1,726,726,38.372,255,255,99.740,30.854,29.959,90.368,0.917,0.955,31.890,10,32,41.186,30.000,185130,255,NaN,NaN
2024-10-29 P1444 Group 2 Rev 8 R01 PP1_00738.png,1,1011,1011,38.885,255,255,117.640,36.699,35.076,41.557,0.918,0.961,38.013,13,41,54.638,36.000,257805,255,NaN,NaN
2024-10-29 P1444 Group 2 Rev 8 R01 PP1_01340.png,1,1182,1182,42.888,255,255,126.711,39.184,38.407,41.394,0.925,0.966,40.311,17,44,60.255,38.891,301410,255,NaN,NaN
2024-10-29 P1444 Group 2 Rev 8 R01 PP1_01354.png,1,605,605,30.648,255,255,90.326,28.095,27.418,160.976,0.932,0.954,29.155,12,12,149.036,28.000,154275,255,NaN,NaN
2024-10-29 P1444 Group 2 Rev 8 R01 PP1_01432.png,1,559,559,29.545,255,255,86.912,27.435,25.943,94.960,0.930,0.952,28.792,16,34,69.677,26.000,142545,255,NaN,NaN
2024-10-29 P1444 Group 2 Rev 8 R01 PP1_00923.png,1,836,836,37.255,255,255,111.397,34.856,30.538,144.380,0.847,0.940,38.601,8,10,143.427,31.820,213180,255,NaN,NaN
2024-10-29 P1444 Group 2 Rev 8 R01 PP1_01383.png,1,861,861,39.824,255,255,107.154,33.221,32.999,94.145,0.942,0.969,34.986,8,32,30.964,32.000,219555,255,NaN,NaN
2024-10-29 P1444 Group 2 Rev 8 R01 PP1_01397.png,1,741,741,37.462,255,255,99.154,31.098,30.339,33.313,0.947,0.966,32.311,17,36,68.199,30.000,188955,255,NaN,NaN
2024-10-29 P1444 Group 2 Rev 8 R01 PP1_00089.png,1,928,928,37.120,255,255,111.983,34.649,34.101,152.427,0.930,0.965,36.056,15,10,123.690,34.000,236640,255,NaN,NaN
2024-10-29 P1444 Group 2 Rev 8 R01 PP1_00937.png,1,572,572,31.672,255,255,87.740,28.355,25.685,34.997,0.934,0.955,29.155,8,28,30.964,26.163,145860,255,NaN,NaN
